CVE ID,Software,Config,Tag,Target Function,Target File,Vulnerability Type,Sink,Proof Found,Compile Succeeded,Verification Completes,Verification Time,Reachable Line Count,Covered Line Count,Line Coverage %,API Cost,Reported Error Count,Sink Included,Sink Covered,Error Found,Precondition Addressed,CVE Exposed Strict,CVE Exposed Partial,Manual,Exposed,Non-exposure Root Cause,
CVE-2023-37459,contiki-ng,autoup-s1,exp-0417,check_for_tcp_syn,os/net/ipv6/tcpip.c,OOB Read,check_for_tcp_syn:159,TRUE,TRUE,TRUE,0.100806,13,13,100,$0.56,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,Precondition validated,"The paths leading to the vulnerable line is such that the vulnerability condition (uip_ext_len) being unconstrained, is not satisfied. Looking at the vulnerability description, this is an OOB read but since Contiki-NG uses a fixed size buffer, the read is still within allocated bounds"
CVE-2023-30546,contiki-ng,autoup-s1,exp-0417,storage_get_index,os/storage/antelope/storage-cfs.c,OOB Read,storage_get_index:357,TRUE,TRUE,TRUE,0.125379,57,52,91.22807,$1.36,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,"The error location should be in merge_strings, when merging the two strings without checking buffer size"
CVE-2023-28116,contiki-ng,autoup-s1,exp-0417,PROCESS_THREAD,os/net/mac/ble/ble-l2cap.c,OOB Write,PROCESS_THREAD:586,TRUE,TRUE,TRUE,25.211626,133,128,96.240602,$6.39,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,Precondition validated,Only identified call path has a constraint added 8 years ago that confirms sdu_length is within valid limits. A perfect example to illustrate the usefulness of our preconditions
CVE-2023-23609,contiki-ng,autoup-s1,exp-0417,input_l2cap_frame_flow_channel,os/net/mac/ble/ble-l2cap.c,OOB Write,input_l2cap_frame_flow_channel:458,TRUE,TRUE,TRUE,0.099611,61,57,93.442623,$1.16,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,Precondition validated,"Same as initial point. The current_index value is validated and the static buffer is configured to MTU sizes. This is also another config-dependent error because the packetbuf depends on a config PACKETBUF_SIZE, which, if it differs from the MTU configured, becomes a bug."
CVE-2022-36053,contiki-ng,autoup-s1,exp-0417,uipbuf_get_next_header,os/net/ipv6/uipbuf.c,OOB Read,uipbuf_get_next_header:122,TRUE,TRUE,TRUE,0.019746,47,47,100,$0.90,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,"This was marked as angelic precondition because it constrained the buffer size argument with the actual buffer size, but it was not a direct constraint and so it was not angelic. "
CVE-2022-35927,contiki-ng,autoup-s1,exp-0417,dio_input,os/net/routing/rpl-classic/rpl-icmp6.c,OOB Read,set_ip_from_prefix:479,TRUE,TRUE,TRUE,89.46025,148,144,97.297297,$0.75,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,Wrong target,Similar to CVE-2023-50926 but in rpl-classic. Should be exposed by harnessing rpl_process_dio
CVE-2023-50926,contiki-ng,autoup-s1,exp-0417,rpl_process_dio,os/net/routing/rpl-lite/rpl-dag.c,OOB Read,rpl_is_addr_in_our_dag:161,TRUE,TRUE,TRUE,1.041147,300,296,98.666667,$2.52,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Unknown sink,I can't identify the sink for this vulnerability. The vulnerability report said the sink is a memcmp but there is no memcmp in the file
,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2023-50927,contiki-ng,autoup-s2,exp-0417b,dio_input,os/net/routing/rpl-lite/rpl-icmp6.c,OOB Read,dio_input:203,TRUE,TRUE,TRUE,95.612371,460,436,94.782609,$3.96,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE,,
CVE-2023-50926,contiki-ng,autoup-s2,exp-0417b,rpl_process_dio,os/net/routing/rpl-lite/rpl-dag.c,OOB Read,rpl_is_addr_in_our_dag:161,TRUE,TRUE,FALSE,,,,,$0.50,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Resource exhaustion,Timed out. The number of steps and variables is too large
CVE-2023-48229,contiki-ng,autoup-s2,exp-0417b,read_frame,arch/cpu/nrf/net/nrf-ieee-driver-arch.c,OOB Write,read_frame:714,TRUE,TRUE,TRUE,0.522248,202,189,93.564356,$2.68,0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,TRUE,,
CVE-2023-37459,contiki-ng,autoup-s2,exp-0417b,check_for_tcp_syn,os/net/ipv6/tcpip.c,OOB Read,check_for_tcp_syn:159,TRUE,TRUE,TRUE,0.216084,50,43,86,$1.75,0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,TRUE,,
CVE-2023-37281,contiki-ng,autoup-s2,exp-0417b,uncompress_addr,os/net/ipv6/sicslowpan.c,OOB Read,uncompress_addr:630,TRUE,TRUE,TRUE,0.068384,48,44,91.666667,$1.08,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Classified as angelic,
CVE-2023-34101,contiki-ng,autoup-s2,exp-0417b,dao_input_storing,os/net/routing/rpl-classic/rpl-icmp6.c,OOB Read,dao_input_storing:710,TRUE,TRUE,TRUE,697.394192,599,318,53.088481,$1.60,14,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,Exposed through memcmp in vulnerability report
CVE-2023-31129,contiki-ng,autoup-s2,exp-0417b,rs_input,os/net/ipv6/uip-nd6.c,Null Pointer Dereferencing,rs_input:668,TRUE,TRUE,TRUE,21.754736,221,177,80.090498,$3.49,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Classified as angelic,
CVE-2023-30546,contiki-ng,autoup-s2,exp-0417b,storage_get_index,os/storage/antelope/storage-cfs.c,OOB Read,storage_get_index:357,TRUE,TRUE,TRUE,9.738651,288,148,51.388889,$3.42,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,Sink location is incorrect and should be in merge_strings. Vulnerability reported as precondition constrained the string size
CVE-2023-28116,contiki-ng,autoup-s2,exp-0417b,PROCESS_THREAD,os/net/mac/ble/ble-l2cap.c,OOB Write,PROCESS_THREAD:586,TRUE,TRUE,TRUE,8.621616,179,172,96.089385,$7.07,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,Precondition validated,
CVE-2023-23609,contiki-ng,autoup-s2,exp-0417b,input_l2cap_frame_flow_channel,os/net/mac/ble/ble-l2cap.c,OOB Write,input_l2cap_frame_flow_channel:458,TRUE,TRUE,TRUE,0.326963,62,62,100,$1.59,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,Precondition validated,Configuration dependent
CVE-2022-41972,contiki-ng,autoup-s2,exp-0417b,input_l2cap_credit,os/net/mac/ble/ble-l2cap.c,Null Pointer Dereferencing,input_l2cap_credit:393,TRUE,TRUE,TRUE,0.183269,43,39,90.697674,$1.06,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,,
CVE-2022-41873,contiki-ng,autoup-s2,exp-0417b,input,os/net/mac/ble/ble-l2cap.c,OOB Read,input:489,TRUE,TRUE,TRUE,18.631658,281,253,90.035587,$20.70,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,"Function call before the current sink has a memcpy with channel, that corresponds to the vulnerability"
CVE-2022-36054,contiki-ng,autoup-s2,exp-0417b,input,os/net/ipv6/sicslowpan.c,OOB Write,input:2015,TRUE,TRUE,TRUE,743.998901,615,587,95.447154,$10.94,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,TRUE,,
CVE-2022-36053,contiki-ng,autoup-s2,exp-0417b,uipbuf_get_next_header,os/net/ipv6/uipbuf.c,OOB Read,uipbuf_get_next_header:122,TRUE,TRUE,TRUE,0.028091,47,47,100,$0.58,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,N/A,Rerun,"When validating precondition, the LLM mistakenly viewed the harness from scope=1 which already contained this precondition. Then, it added the precondition in its response but because it was not one of the preconditions it was tasked to validate, it did not validate this"
CVE-2022-36052,contiki-ng,autoup-s2,exp-0417b,uncompress_hdr_iphc,os/net/ipv6/sicslowpan.c,OOB Write,uncompress_hdr_iphc:1332,TRUE,TRUE,TRUE,4.71481,301,271,90.033223,$5.72,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE,,
CVE-2022-35927,contiki-ng,autoup-s2,exp-0417b,dio_input,os/net/routing/rpl-classic/rpl-icmp6.c,OOB Read,set_ip_from_prefix:479,TRUE,TRUE,TRUE,95.612371,460,436,94.782609,$3.96,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Wrong target,
CVE-2022-35926,contiki-ng,autoup-s2,exp-0417b,ns_input,os/net/ipv6/uip-nd6.c,OOB Read,ns_input:202,TRUE,TRUE,TRUE,109.314473,428,351,82.009346,$6.49,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,Exposed through a different call site
CVE-2021-32771,contiki-ng,autoup-s2,exp-0417b,dao_input_storing,os/net/routing/rpl-classic/rpl-icmp6.c,OOB Read,dao_input_storing:775,TRUE,TRUE,TRUE,697.394192,599,318,53.088481,$1.60,14,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,This is strict discovery. Not sure why the script did not identify it as such
CVE-2021-21410,contiki-ng,autoup-s2,exp-0417b,uncompress_hdr_iphc,os/net/ipv6/sicslowpan.c,OOB Read,uncompress_hdr_iphc:1093,TRUE,TRUE,TRUE,4.71481,301,271,90.033223,$5.72,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,FALSE,Precondition validated,The default condition is such that all program paths satisfy the precondition added to suppress this error
CVE-2021-21282,contiki-ng,autoup-s2,exp-0417b,rpl_ext_header_srh_update,os/net/routing/rpl-classic/rpl-ext-header.c,OOB Read,rpl_ext_header_srh_update:322,TRUE,TRUE,TRUE,0.099393,52,48,92.307692,$1.34,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2019-1000006,RIOT,autoup-s2,exp-0416,dns_msg_parse_reply,sys/net/application_layer/dns/msg.c,OOB Write,dns_msg_parse_reply:164,TRUE,TRUE,TRUE,2.598792,70,66,94.285714,$0.00,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,TRUE,,
CVE-2019-15134,RIOT,autoup-s2,exp-0416,_receive,sys/net/gnrc/transport_layer/tcp/gnrc_tcp_eventloop.c,Memory Leak,_receive:268,TRUE,TRUE,TRUE,122.221075,1207,336,27.837614,$0.38,64,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,Limited Property Modelling,
CVE-2019-16754,RIOT,autoup-s2,exp-0416,_on_regack,sys/net/application_layer/asymcute/asymcute.c,Null Pointer Dereferencing,_on_regack:431,TRUE,TRUE,TRUE,0.720652,101,101,100,$2.35,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,,
CVE-2019-17389,RIOT,autoup-s2,exp-0416,emcute_run,sys/net/application_layer/emcute/emcute.c,Improper Error Handling,emcute_run:525,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,
CVE-2020-15350,RIOT,autoup-s2,exp-0416,base64_encode_base,sys/base64/base64.c,OOB Write,base64_encode_base:147,TRUE,TRUE,TRUE,0.801846,79,77,97.468354,$1.03,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE,,
CVE-2021-27357,RIOT,autoup-s2,exp-0416,gnrc_rpl_recv_DAO,sys/net/gnrc/routing/rpl/gnrc_rpl_control_messages.c,OOB Read,gnrc_rpl_validation_DAO:115,TRUE,TRUE,TRUE,4.222056,367,355,96.730245,$0.47,49,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,,
CVE-2021-27697,RIOT,autoup-s2,exp-0416,gnrc_rpl_validation_options,sys/net/gnrc/routing/rpl/gnrc_rpl_validation.c,OOB Read,gnrc_rpl_validation_options:87,TRUE,TRUE,TRUE,0.032226,62,62,100,$0.52,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,N/A,Rerun,"When validating precondition, the LLM mistakenly viewed the harness from scope=1 which already contained this precondition. Then, it added the precondition in its response but because it was not one of the preconditions it was tasked to validate, it did not validate this"
CVE-2021-31660,RIOT,autoup-s2,exp-0416,clif_decode_link,sys/clif/clif.c,OOB Read,clif_get_attr:288,TRUE,TRUE,TRUE,20.703278,132,129,97.727273,$2.72,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE,,
CVE-2021-31661,RIOT,autoup-s2,exp-0416,clif_get_attr,sys/clif/clif.c,OOB Read,clif_get_attr:269,TRUE,TRUE,TRUE,0.2343,80,77,96.25,$1.74,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,,
CVE-2021-31662,RIOT,autoup-s2,exp-0416,uri_parser_process,sys/uri_parser/uri_parser.c,OOB Read,_consume_scheme:63,TRUE,TRUE,TRUE,30.82608,192,174,90.625,$2.70,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE,,
CVE-2021-31663,RIOT,autoup-s2,exp-0416,uri_parser_process,sys/uri_parser/uri_parser.c,OOB Read,_consume_authority:166,TRUE,TRUE,TRUE,30.82608,192,174,90.625,$2.70,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE,,
CVE-2021-31664,RIOT,autoup-s2,exp-0416,dns_msg_parse_reply,sys/net/application_layer/dns/msg.c,OOB Read,_get_short:70,TRUE,TRUE,TRUE,2.598792,70,66,94.285714,$0.00,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE,,
CVE-2023-24817,RIOT,autoup-s2,exp-0416,gnrc_rpl_srh_process,sys/net/gnrc/routing/rpl/srh/gnrc_rpl_srh.c,OOB Read,gnrc_rpl_srh_process:99,TRUE,TRUE,TRUE,13.859832,200,143,71.5,$2.69,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE,,
CVE-2023-24820,RIOT,autoup-s2,exp-0416,gnrc_sixlowpan_iphc_recv,sys/net/gnrc/network_layer/sixlowpan/iphc/gnrc_sixlowpan_iphc.c,OOB Write,gnrc_sixlowpan_iphc_recv:921,TRUE,TRUE,FALSE,,,,,$0.42,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Resource exhaustion,
CVE-2023-24821,RIOT,autoup-s2,exp-0416,_rbuf_add,sys/net/gnrc/network_layer/sixlowpan/frag/rb/gnrc_sixlowpan_frag_rb.c,OOB Write,_rbuf_add:482,TRUE,TRUE,TRUE,0.542309,1576,309,19.606599,$14.81,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Limited loop unwinding,Limited loop unwinding caused the vulnerable line to not get covered
CVE-2023-24822,RIOT,autoup-s2,exp-0416,_iphc_encode,sys/net/gnrc/network_layer/sixlowpan/iphc/gnrc_sixlowpan_iphc.c,Null Pointer Dereferencing,_nhc_udp_encode_snip:1576,TRUE,TRUE,TRUE,334.95761,777,250,32.175032,$31.19,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,,
CVE-2023-24823,RIOT,autoup-s2,exp-0416,_iphc_encode,sys/net/gnrc/network_layer/sixlowpan/iphc/gnrc_sixlowpan_iphc.c,OOB Write,iphc_nhc_udp_encode:1457,TRUE,TRUE,TRUE,334.95761,777,250,32.175032,$31.19,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Limited loop unwinding,Limited loop unwinding caused the vulnerable line to not get covered
CVE-2023-24826,RIOT,autoup-s2,exp-0416,gnrc_sixlowpan_frag_sfr_send,sys/net/gnrc/network_layer/sixlowpan/frag/sfr/gnrc_sixlowpan_frag_sfr.c,Use of Uninitialized Pointer,_sched_arq_timeout:1740,TRUE,TRUE,TRUE,521.261841,630,609,96.666667,$15.10,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,Limited Property Modelling,
CVE-2023-33973,RIOT,autoup-s2,exp-0416,_iphc_ipv6_encode,sys/net/gnrc/network_layer/sixlowpan/iphc/gnrc_sixlowpan_iphc.c,Null Pointer Dereferencing,_iphc_ipv6_encode:1080,TRUE,TRUE,TRUE,49.179224,357,344,96.358543,$1.62,99,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,,
CVE-2024-31225,RIOT,autoup-s2,exp-0416,_on_rd_init,sys/net/application_layer/cord/lc/cord_lc.c,OOB Write,_on_rd_init:219,TRUE,TRUE,TRUE,0.097263,57,53,92.982456,$1.13,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE,,
CVE-2024-32017,RIOT,autoup-s2,exp-0416,gcoap_dns_server_proxy_get,sys/net/application_layer/gcoap/dns.c,OOB Write,gcoap_dns_server_proxy_get:326,TRUE,TRUE,TRUE,0.01548,28,28,100,$0.73,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,Exposed in strcpy
CVE-2024-32017,RIOT,autoup-s2,exp-0416,_gcoap_forward_proxy_copy_options,sys/net/application_layer/gcoap/forward_proxy.c,OOB Write,_gcoap_forward_proxy_copy_options:377,TRUE,TRUE,TRUE,2445.884583,305,297,97.377049,$14.47,3,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,TRUE,,
CVE-2024-52802,RIOT,autoup-s2,exp-0416,_parse_advertise,sys/net/application_layer/dhcpv6/client.c,OOB Read,_preparse_advertise:681,TRUE,TRUE,TRUE,151.789852,238,223,93.697479,$10.80,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
